Date,Platform,Text,Person,Truthfulness Category
"October 27, 2008",television advertisement,"McCain is ""selectively editing Joe Biden's words...Biden actually said about Barack Obama: 'They're gonna find out this guy's got steel in his spine.'""",Barack Obama,barely-true
"October 20, 2008",campaign mailer,"""Barack Obama has consistently voted against tougher penalties for criminals.""  ",Republican Party of Florida,false
"October 23, 2008",tv interview,"""One percent of the American people make over 21 percent of all the income in America. That wasn’t the way before George Bush became president.""",Joe Biden,half-true
"October 24, 2008",ad,"John McCain's health care plan ""won't guarantee coverage of cancer screenings or maternity care.""",Planned Parenthood,true
"October 26, 2008",iowa,"If parents ""don't have health insurance that Senator Obama wants them to have (for their children), they will be fined.""",John McCain,half-true
"October 25, 2008",e-mail,"Says Obama wants to redesign the American flag ""to better offer our enemies hope and love.""",Chain email,pants-fire
"October 21, 2008",ad,"""Barack Obama's plan gives a driver's license to any illegal who wants one.""",National Republican Trust PAC,barely-true
"October 22, 2008",mail,"Barack Obama will ""raise Social Security taxes.""",Republican Party of Florida,half-true
"August 4, 2008",flip-o-meter,On supporting the Supreme Court abortion decision Roe v. Wade,John McCain,no-flip
"October 21, 2008",piece,"""Barack Obama thinks terrorists just need a good talking to.""",Republican National Committee,pants-fire
"October 21, 2008",No Platform,On which team he's rooting for in the World Series.,Barack Obama,half-flip
"October 21, 2008",pa.,"""Sen. Obama's campaign announced that he's choosing his cabinet.""",John McCain,false
"October 12, 2008",television interview,Between 40 and 50 percent of tax filers do not owe any income tax.,John McCain,mostly-true
"October 15, 2008",n.y.,"Medicare spends ""$15-billion a year on subsidies to insurance companies.""",Barack Obama,true
"October 10, 2008",inbox,"""If Barack Obama would apply for a job with the FBI or with the Secret Service, he would be disqualified because of his past associations with William Ayers.""",Chain email,false
"October 10, 2008",web,"Barack Obama was ""a trial attorney for ACORN.""",John McCain,half-true
"October 10, 2008",web,"In 1992, Barack Obama directed ""Project Vote - an arm of ACORN that also encouraged voter registration.""",John McCain,false
"October 15, 2008",n.y.,"""The centerpiece of Senator McCain's education policy is to increase the voucher program in D.C. by 2,000 slots.""",Barack Obama,false
"October 15, 2008",n.y.,"""98 percent of small businesses make less than $250,000"" and would not see a tax increase under Barack Obama's plan.",Barack Obama,true
"October 15, 2008",n.y.,"""Obama said he would unilaterally renegotiate the North American Free Trade Agreement.""",John McCain,mostly-true
"October 15, 2008",n.y.,"""He voted twice for a budget resolution that increases the taxes on individuals making $42,000 a year.""",John McCain,half-true
"October 15, 2008",n.y.,"If you're a small business and don't ""adopt the health care plan that Senator Obama mandates, he's going to fine you.""",John McCain,false
"October 15, 2008",n.y.,"""Congressman John Lewis, an American hero, made allegations that Sarah Palin and I were somehow associated with ... the worst chapter in American history. ... And, Senator Obama, you didn't repudiate those remarks.""",John McCain,true
"October 15, 2008",n.y.,"Under John McCain's health care plan, people get a $5,000 tax credit to buy a $12,000 health care policy, and ""that's a loss for you.""",Barack Obama,false
"October 9, 2008",ohio,"""AIG executives ... (took) a junket for over $400,000. Twice.""",Barack Obama,barely-true
"October 11, 2008",interview,"""The truth was revealed there in that report that showed there was no unlawful or unethical activity on my part.""",Sarah Palin,pants-fire
"October 7, 2008",tenn.,"On the economic crisis, ""the biggest problem in this whole process was the deregulation of the financial system.""",Barack Obama,half-true
"October 7, 2008",tenn.,"""The Democrats in the Senate and some members of Congress defended what Fannie and Freddie were doing. They resisted any change.""",John McCain,half-true
"October 7, 2008",tenn.,"On the economic troubles of 2008, ""really the match that lit this fire was Fannie Mae and Freddie Mac.""",John McCain,half-true
"October 7, 2008",tenn.,"""I wrote to Secretary Paulson, I wrote to Federal Reserve Chairman Bernanke [in March 2007], and told them this is something we have to deal with, and nobody did anything about it.""",Barack Obama,half-true
"October 7, 2008",tenn.,"Obama ""voted for ... $3-million for an overhead projector at a planetarium in Chicago.""",John McCain,half-true
"October 9, 2008",web,"""(Bill) Ayers and Obama ran a radical education foundation together.""",John McCain,pants-fire
"October 7, 2008",tenn.,"""I want to give every American a $5,000 refundable tax credit.""",John McCain,half-true
"September 1, 2008",ad,"John McCain accused Barack Obama ""of letting infants die.""",Barack Obama,false
"October 7, 2008",tenn.,"Under Barack Obama's health care proposal, ""if you've got a health care plan that you like, you can keep it.""",Barack Obama,true
"September 15, 2008",ad,Barack Obama opposed a bill that would have saved Gianna Jessen's life.,BornAliveTruth.org,false
"August 11, 2008",web,"Barack Obama voted against ""born alive"" legislation in Illinois that was ""virtually identical to the federal law.""",National Right to Life Committee,true
"October 7, 2008",tenn.,"A mortgage buyback plan is ""my proposal, it's not Sen. Obama's proposal, it's not President Bush's proposal.""",John McCain,mostly-true
"October 7, 2008",tenn.,"Barack Obama's plan calls for ""mandates and fines for small businesses.""",John McCain,false
"October 7, 2008",tenn.,"John McCain ""is proposing tax cuts that would give the average Fortune 500 CEO an additional $700,000 in tax cuts.""",Barack Obama,mostly-true
"October 7, 2008",tenn.,"""Two years ago...I wrote to Secretary Paulson, I wrote to Federal Reserve Chairman Bernanke, and told them [subprime lending] is something we have to deal with.""",Barack Obama,true
"October 7, 2008",tenn.,"""1.3-million people in America make their living off eBay.""",John McCain,false
"October 7, 2008",tenn.,"""I have disagreed strongly with the Bush administration on this issue"" of global warming.",John McCain,true
"October 7, 2008",tenn.,"""Oil companies ...currently have 68-million acres that they're not using.""",Barack Obama,false
"October 7, 2008",fox,"""Senator Obama has voted 94 times to either increase your taxes or against tax cuts.""",John McCain,false
"October 7, 2008",tenn.,"""Senator McCain has been talking tough about earmarks, and that's good, but earmarks account for about $18-billion of our budget.""",Barack Obama,true
"October 2, 2008",mo,"""John McCain voted against funding the troops because of . . . a timeline in it to draw down American troops.""",Joe Biden,true
"October 6, 2008",fla.,"""Obama held one of the first meetings of his political career in Bill Ayers's home. And they've worked together on various projects in Chicago.""",Sarah Palin,mostly-true
"October 6, 2008",web,McCain intervened on behalf of Charles Keating with federal regulators... that allowed Keating to continue his fraud at an incredible cost to taxpayers.,Barack Obama,mostly-true
"October 2, 2008",mo,"""We're building a nearly $40-billion natural gas pipeline, which is North America's largest and most expensive infrastructure project ever.""",Sarah Palin,false
"October 3, 2008",ad,"John McCain's health care plan ""leaves you on your own to pay McCain’s health insurance tax.""",Barack Obama,barely-true
"October 2, 2008",louis,"""You had supported John McCain's military strategies pretty adamantly until this race.""",Sarah Palin,barely-true
"October 2, 2008",louis,"""As mayor, every year I was in office I did reduce taxes.""",Sarah Palin,half-true
"October 2, 2008",louis,"John McCain said ""he wouldn't even sit down with the government of Spain, a NATO ally that has troops in Afghanistan with us now.""",Joe Biden,barely-true
"October 2, 2008",louis,"""John McCain said...in December he was surprised there was a subprime mortgage problem.""",Joe Biden,mostly-true
